kind,id,file,note
npc_walk,yunzhou:right:03,game/art/chars/walk/npc_yunzhou_right_03.png,
npc_walk,yunzhou:up:00,game/art/chars/walk/npc_yunzhou_up_00.png,
npc_walk,yunzhou:up:01,game/art/chars/walk/npc_yunzhou_up_01.png,
npc_walk,yunzhou:up:02,game/art/chars/walk/npc_yunzhou_up_02.png,
npc_walk,yunzhou:up:03,game/art/chars/walk/npc_yunzhou_up_03.png,
npc_walk,shijiang:down:00,game/art/chars/walk/npc_shijiang_down_00.png,
npc_walk,shijiang:down:01,game/art/chars/walk/npc_shijiang_down_01.png,
npc_walk,shijiang:down:02,game/art/chars/walk/npc_shijiang_down_02.png,
npc_walk,shijiang:down:03,game/art/chars/walk/npc_shijiang_down_03.png,
npc_walk,shijiang:left:00,game/art/chars/walk/npc_shijiang_left_00.png,
npc_walk,shijiang:left:01,game/art/chars/walk/npc_shijiang_left_01.png,
npc_walk,shijiang:left:02,game/art/chars/walk/npc_shijiang_left_02.png,
npc_walk,shijiang:left:03,game/art/chars/walk/npc_shijiang_left_03.png,
npc_walk,shijiang:right:00,game/art/chars/walk/npc_shijiang_right_00.png,
npc_walk,shijiang:right:01,game/art/chars/walk/npc_shijiang_right_01.png,
npc_walk,shijiang:right:02,game/art/chars/walk/npc_shijiang_right_02.png,
npc_walk,shijiang:right:03,game/art/chars/walk/npc_shijiang_right_03.png,
npc_walk,shijiang:up:00,game/art/chars/walk/npc_shijiang_up_00.png,
npc_walk,shijiang:up:01,game/art/chars/walk/npc_shijiang_up_01.png,
npc_walk,shijiang:up:02,game/art/chars/walk/npc_shijiang_up_02.png,
npc_walk,shijiang:up:03,game/art/chars/walk/npc_shijiang_up_03.png,
npc_walk,chapo:down:00,game/art/chars/walk/npc_chapo_down_00.png,
npc_walk,chapo:down:01,game/art/chars/walk/npc_chapo_down_01.png,
npc_walk,chapo:down:02,game/art/chars/walk/npc_chapo_down_02.png,
npc_walk,chapo:down:03,game/art/chars/walk/npc_chapo_down_03.png,
npc_walk,chapo:left:00,game/art/chars/walk/npc_chapo_left_00.png,
npc_walk,chapo:left:01,game/art/chars/walk/npc_chapo_left_01.png,
npc_walk,chapo:left:02,game/art/chars/walk/npc_chapo_left_02.png,
npc_walk,chapo:left:03,game/art/chars/walk/npc_chapo_left_03.png,
npc_walk,chapo:right:00,game/art/chars/walk/npc_chapo_right_00.png,
npc_walk,chapo:right:01,game/art/chars/walk/npc_chapo_right_01.png,
npc_walk,chapo:right:02,game/art/chars/walk/npc_chapo_right_02.png,
npc_walk,chapo:right:03,game/art/chars/walk/npc_chapo_right_03.png,
npc_walk,chapo:up:00,game/art/chars/walk/npc_chapo_up_00.png,
npc_walk,chapo:up:01,game/art/chars/walk/npc_chapo_up_01.png,
npc_walk,chapo:up:02,game/art/chars/walk/npc_chapo_up_02.png,
npc_walk,chapo:up:03,game/art/chars/walk/npc_chapo_up_03.png,
